Gene_Name	Alias	Number_of_reads	Normalized_expression	Median	PolyA_class	25%_percentile	75%_percentile	MAX_polyA	MIN_polyA	RANGE_polyA	Mean	Geometric_mean	Standard_deviation	Fop	Codon_class
T10F2.1	gars-1	830	2.104510489	77	medium	55	98.5	194	15	179	78.27590361	71.7610656	30.32843944	0.457399874	moderate
T10F2.4	prp-19	958	2.311424808	68	short	48	97.5	231	12	219	74.25052192	65.54263748	36.36459821	0.432432432	moderate
T10F2.5	WP:CE38978	315	0.706750981	74	medium	47.5	108	231	16	215	81.57142857	69.84613632	45.70426477	0.384615385	poor
D1086.12	WP:CE37964	350	0.858754075	74	medium	48	118.5	231	8	223	92.41714286	74.81727956	60.60200603	0.337012724	poor
Y57G11C.47	pnc-2	19	-3.344529524	53	short	31	94	154	21	133	67.31578947	54.99377995	43.11557617	0.346534653	poor
Y57G11C.45	WP:CE43889	93	-1.053298226	43	short	34.5	63.5	173	27	146	55.11827957	49.46253447	29.65023689	0.403733766	moderate
T02C12.1	hum-5	1636	3.083499996	101	long	71	130	231	13	218	103.0311736	92.81219139	43.86789327	0.396149949	poor
Y57G11C.43	WP:CE35120	193	0	92	medium	55	125.5	231	9	222	91.10362694	77.25758716	46.18323089	0.319587629	poor
Y57G11C.42	WP:CE43557	353	0.871067336	105	long	71	141.5	231	6	225	105.9660057	90.25064013	50.82519038	0.337404403	poor
Y57G11C.41	WP:CE35118	17	-3.504994196	51	short	37.5	81.5	131	26	105	60.82352941	54.14775944	30.30479538	0.443181818	moderate
Y57G11C.40	WP:CE35117	54	-1.837569535	54.5	short	37.5	80	200	14	186	63.64814815	55.05088891	35.60854944	0.367231638	poor
Y62E10A.15	cyp-31A5	58	-1.734476042	84.5	medium	52	120.5	230	18	212	89.67241379	74.87140222	49.26507749	0.433576696	moderate
Y62E10A.14	WP:CE22704	45	-2.100603941	75	medium	38	133	231	17	214	84.31111111	66.3291569	54.01926497	0.495522388	moderate
Y62E10A.17	aptf-2	33	-2.548062918	110	long	76	128.5	231	10	221	99.75757576	81.51474359	48.34599435	0.355021607	poor
Y62E10A.16	gcl-1	56	-1.785102115	65.5	short	37.5	118	205	15	190	80.39285714	65.82704212	48.06605521	0.281183932	poor
Y62E10A.11	mdt-9	714	1.887323227	72	medium	49	95	231	17	214	74.91596639	67.45969173	33.55356431		
Y62E10A.10	emc-3	1551	3.006525934	63	short	43	88	231	6	225	68.72275951	61.14521707	33.08594972	0.464788732	moderate
Y62E10A.13	WP:CE49880	1414	2.873109368	79	medium	58	102	203	9	194	81.0261669	73.262917	33.34607051	0.444179648	moderate
Y62E10A.12	lsm-3	2443	3.661981111	56	short	37	85	231	5	226	64.27629963	56.2669328	33.52758957	0.522675737	moderate
Y62E10A.19	WP:CE43869	93	-1.053298226	71	medium	41	111.5	231	12	219	85.78494624	69.25032757	55.79433229	0.299003322	poor
C05G6.1	nhr-76	37	-2.383003672	122	long	74	154.5	209	13	196	111.0810811	91.42253309	56.89410665	0.421052632	moderate
C03G6.3	srj-14	26	-2.892017319	119.5	long	84	153	229	34	195	119.3076923	108.3295052	47.40883497	0.405660377	moderate
Y97E10AL.2	WP:CE26316	708	1.875148513	85.5	medium	56.5	110	231	12	219	85.94774011	77.27376502	37.34752555	0.376506024	poor
C50F4.2	pfk-1.2	47	-2.037868186	81	medium	59	109	191	18	173	83.31914894	73.23518284	39.06683111	0.385575589	poor
Y102A5C.14	fbxa-111	12	-4.007494537	109.5	long	96	185.5	231	35	196	133.25	118.4992344	60.08206194	0.310954064	poor
F16A11.1	WP:CE42783	641	1.731723509	92	medium	55.5	120	231	9	222	90.13572543	77.40876905	42.81089266	0.273439758	poor
F16A11.2	WP:CE23663	213	0.142252583	72	medium	51	105	230	10	220	80.7370892	71.11597513	39.9475758	0.300829876	poor
F16A11.3	ppfr-1	326	0.756271117	93	medium	58	124	231	8	223	92.82515337	81.66564728	41.21100253	0.340730565	poor
Y102A5C.18	efl-1	365	0.919295616	83	medium	52	118	231	10	221	88.25205479	76.12647348	44.62288899	0.382716049	poor
T28D9.2	rsp-5	641	1.731723509	76	medium	43	114	231	8	223	83.31201248	70.19334881	47.48609448	0.45889609	moderate
T28D9.3	WP:CE41704	857	2.150694357	83	medium	60	104	230	11	219	83.76779463	75.95642494	34.03016699	0.342357936	poor
C38C3.7	WP:CE08644	36	-2.422532036	84	medium	70	96	119	48	71	84.36111111	82.58391049	17.05897089	0.371567044	poor
R02E12.2	mop-25.1	623	1.690631316	97	long	67	121	231	5	226	95.91011236	86.27653799	39.55496747	0.473851683	moderate
C53A3.2	WP:CE16942	2062	3.41737158	92	medium	64	121	231	6	225	93.13385063	82.81507204	40.68778868	0.384384384	poor
T25B6.7	snf-12	56	-1.785102115	88	medium	59.5	117.5	210	17	193	90.07142857	79.0104778	41.94888775	0.358316222	poor
R02E12.4	WP:CE04781	24	-3.007494537	94	medium	69.5	129.5	172	20	152	94.5	83.28889082	40.09779711	0.320846906	poor
Y43H11AL.3	pqn-85	237	0.296286212	104	long	76.5	140.5	231	15	216	109.4936709	99.09364581	45.49823757	0.384287743	poor
Y43H11AL.2	laat-1	81	-1.252607034	75	medium	53	97	127	15	112	74.09876543	67.19596847	29.28852004	0.407407407	moderate
Y43H11AL.1	WP:CE46570	626	1.69756181	91.5	medium	65	118	231	8	223	93.91533546	84.39800755	40.14487567	0.362120829	poor
C33A12.15	ttr-9	51	-1.920031695	165	long	125	223	231	53	178	163.9803922	151.7092519	57.46183395	0.425806452	moderate
Y68A4A.13	WP:CE45127	669	1.793405363	79	medium	51	109.5	231	6	225	83.754858	72.86665833	43.74193578	0.421875	moderate
C37C3.11	WP:CE06936	14	-3.785102115	78.5	medium	47	96.5	123	18	105	74	64.90969109	32.64746763	0.39869281	poor
C37C3.12	WP:CE32819	42	-2.200139614	91.5	medium	58.5	116	231	19	212	94.78571429	80.47214595	50.43691756	0.397515528	poor
C37C3.13	ttr-33	1992	3.367544895	78	medium	54	104	231	5	226	80.43925703	71.82335214	35.89459588	0.482014388	moderate
F44E7.9	WP:CE10396	542	1.489692004	64	short	44	86	231	11	220	69.64575646	61.66923734	34.76404347	0.49122807	moderate
F44E7.8	nhr-142	59	-1.709813988	96	long	75.5	130.5	231	17	214	105.4745763	94.60550281	47.62187075	0.352560374	poor
F44E7.7	WP:CE10408	10	-4.270528942	69	short	46	99	135	24	111	74.8	62.37912411	41.15774532	0.298206278	poor
F44E7.6	fbxa-183	43	-2.166192283	90	medium	78	111.5	231	41	190	101.4883721	94.88507401	38.86432698	0.310344828	poor
F44E7.5	WP:CE33093	159	-0.279574082	94	medium	51	126.5	231	12	219	93.77987421	80.8916388	46.80115139	0.549171184	moderate
F44E7.4	WP:CE33092	1672	3.114902095	80	medium	54	106	231	5	226	82.28050239	72.8517325	37.29233926	0.45280834	moderate
F44E7.3	WP:CE10400	149	-0.373288517	78	medium	63	93	201	35	166	80.26174497	76.42210911	26.02667603	0.359375	poor
F44E7.2	WP:CE17072	1111	2.525186064	71	medium	46	101	231	8	223	73.8559856	62.57534227	37.85902789	0.38125	poor
F55F10.1	WP:CE48198	683	1.823284731	100	long	67	129	231	9	222	100.3821376	87.99941921	44.77072325	0.419819981	moderate
T05G5.5	WP:CE23950	476	1.302360726	84	medium	48	120.5	231	12	219	92.09243697	75.88798775	54.50360278	0.4883745	moderate
D1086.18	WP:CE40931	13	-3.892017319	100	long	93.5	118.5	231	44	187	104.6153846	97.07214628	43.12511041	0.323863636	poor
F35H10.3	WP:CE36592	281	0.541969283	78	medium	52	112	231	15	216	87.1316726	74.75975854	46.95489348	0.35	poor
F35H10.2	WP:CE04502	35	-2.46317402	66	short	40	83.5	126	20	106	65.34285714	58.94439803	28.24984739	0.384146341	poor
H12D21.5	WP:CE47184	20	-3.270528942	66	short	49	78	231	33	198	79.3	69.35977895	51.38491997	0.331168831	poor
F35H10.7	nprl-3	91	-1.084662397	95	long	72.5	119.5	231	14	217	98.05494505	89.03054291	40.29543716	0.356136778	poor
F35H10.6	WP:CE38515	265	0.457391512	56	short	42	81	231	13	218	65.8490566	57.16082577	36.34146041	0.360544218	poor
F35H10.5	WP:CE04505	720	1.899396059	59	short	32.5	89	231	8	223	64.72777778	53.79774216	37.88804129	0.44	moderate
F35H10.4	vha-5	515	1.415971585	99	long	71.5	123	231	12	219	98.38640777	89.53096235	39.58233657	0.512665862	moderate
H12D21.9	WP:CE42940	26	-2.892017319	76.5	medium	32	102.5	163	15	148	74.65384615	57.59584089	45.58925507	0.249097473	poor
F59E11.8	nhr-194	40	-2.270528942	116.5	long	100	144.5	209	52	157	122.375	117.4371546	34.77260955	0.250883392	poor
W03G11.1	col-181	18	-3.422532036	64.5	short	51.5	94.5	147	13	134	73.05555556	63.08133845	35.60660398	0.750209122	good
K06A1.2	WP:CE50414	17	-3.504994196	57	short	49	109	142	36	106	76.76470588	69.49999546	34.56541864	0.332294306	poor
K06A1.3	cutl-16	155	-0.316332632	82	medium	52.5	110	231	16	215	84.98709677	74.80210847	41.21039441	0.364210526	poor
C39F7.1	WP:CE16904	21	-3.200139614	57	short	33.5	85	135	5	130	60.76190476	45.43824757	37.55491821	0.464539007	moderate
K06A1.6	dgk-5	100	-0.948600847	109.5	long	85	143	231	19	212	115.56	106.4315465	44.47905575	0.296996663	poor
K06A1.4	nhr-22	249	0.367544895	116	long	72.5	147	231	8	223	114.1285141	96.29085633	56.30981024	0.341113106	poor
K06A1.5	atg-16.2	298	0.626711483	86	medium	50	121	231	8	223	87.34563758	73.20364911	46.80558818	0.307992203	poor
F37C12.11	rps-21	55511	8.168029025	38	short	32	57	231	5	226	47.42483472	43.12537048	23.35860752	0.788235294	good
Y82E9BL.16	fbxa-20	14	-3.785102115	99	long	57.5	129.5	201	16	185	94.71428571	76.36181504	51.81068364	0.298701299	poor
F56B3.11	WP:CE25907	357	0.887323227	47	short	35	67	231	10	221	56.14285714	49.60437741	31.18768136	0.357740086	poor
F56B3.10	gst-40	17	-3.504994196	95	long	82	152	231	22	209	110	93.43906193	58.87274412	0.467661692	moderate
Y82E9BL.17	fbxa-27	69	-1.48393258	89	medium	62	121.5	230	20	210	98.27536232	86.80537678	48.86505644	0.307936508	poor
C56C10.13	dnj-8	779	2.013022481	79	medium	47	104	231	11	220	81.28626444	69.59913799	42.91890378	0.289687803	poor
C56C10.10	WP:CE02564	206	0.09404349	89.5	medium	54	135	231	11	220	97.38834951	78.81474131	57.01962411	0.335347432	poor
C56C10.11	WP:CE28900	141	-0.452905685	115	long	62.5	152	231	5	226	107.5319149	87.90867643	54.54239722	0.35399449	poor
C26D10.6	WP:CE32806	161	-0.261540159	87	medium	57	121.5	231	15	216	94.28571429	80.9213773	49.23343163	0.329292929	poor
C06G3.7	trxr-1	695	1.84841213	69	short	51	94	213	6	207	74.75539568	67.59122339	32.85911538	0.340929983	poor
C42D4.13	WP:CE49388	23	-3.068895081	80	medium	41	113	150	9	141	77.86956522	65.48550406	39.40790513	0.385265537	poor
C06G3.5	WP:CE26867	5187	4.748227617	72	medium	48	101	231	5	226	76.04761905	66.60701342	37.54382373	0.41130031	moderate
Y106G6E.6	csnk-1	18	-3.422532036	79.5	medium	55	116.5	166	29	137	86.22222222	78.05755843	36.94072663	0.378787879	poor
Y106G6E.5	ced-12	404	1.065754445	76.5	medium	44	106	231	10	221	79.06930693	66.29216578	43.28463414	0.264061719	poor
Y82E9BL.13	fbxa-79	113	-0.772278075	85	medium	49	133.5	221	19	202	92.33628319	77.98561642	50.2545046	0.346020761	poor
Y55D5A.5	daf-2	21	-3.200139614	70	short	50	119	156	11	145	79.23809524	66.68089079	41.52785039	0.345736755	poor
Y55D5A.4	WP:CE22516	127	-0.60377235	77	medium	45	114	231	6	225	85.18110236	70.64377481	49.18956059	0.449197861	moderate
Y55D5A.6	cutl-25	34	-2.504994196	89.5	medium	63.5	119	173	17	156	91.41176471	81.59694745	38.8588075	0.380319149	poor
Y55D5A.1	WP:CE27294	182	-0.084662397	109	long	81.5	135.5	231	21	210	111.4505495	102.0204696	43.17260623	0.472027972	moderate
Y82E9BL.10	fbxa-14	141	-0.452905685	82	medium	55.5	108.5	174	12	162	83.21985816	73.52543879	36.15276731	0.298657718	poor
Y55D5A.3	WP:CE27498	13	-3.892017319	81	medium	61	105	126	28	98	78.30769231	71.2634217	30.2028644	0.368421053	poor
ZK377.2	sax-3	383	0.988743545	102	long	67.5	134.5	231	6	225	102.0522193	87.54052565	48.49954794	0.396087743	poor
Y82E9BL.11	fbxa-15	11	-4.133025419	129	long	113	158.5	183	73	110	132	127.3175191	33.88751446	0.306122449	poor
K02G10.15	WP:CE45578	32	-2.592457037	94	medium	63	131	161	23	138	92.4375	81.32167576	40.34223709	0.436893204	moderate
ZK377.1	wrt-6	52	-1.892017319	109.5	long	65.5	132	231	14	217	104.9230769	90.64786614	50.98674268	0.432055749	moderate
F26G1.9	WP:CE39357	27	-2.837569535	75	medium	56.5	98.5	170	16	154	77.59259259	69.73010185	33.71257515	0.355072464	poor
C06G3.9	ufl-1	413	1.097540934	86	medium	50	115	231	10	221	88.43099274	74.82932104	47.51580044	0.321279555	poor
F26G1.2	WP:CE44910	162	-0.252607034	85	medium	62	122	231	14	217	90.24074074	78.47686668	43.60142222	0.423214286	moderate
F26G1.1	WP:CE37362	169	-0.191577601	73	medium	43.5	109	231	11	220	82.58579882	68.57645013	48.82785883	0.313965341	poor
F26G1.7	msp-3	617	1.676669642	56	short	43	70	231	6	225	58.29821718	54.27188736	22.96573193	0.680327869	moderate
F26G1.6	nep-12	238	0.302360726	118	long	88	141.5	231	9	222	111.9243697	97.04445063	46.64386071	0.360750361	poor
F26G1.5	WP:CE02697	336	0.799860386	72	medium	48	108	231	12	219	81.30059524	69.87252056	43.5868946	0.5	moderate
F26G1.4	ttm-2	202	0.065754445	90.5	medium	55.5	123	231	12	219	90.77722772	78.6583833	44.18911739	0.304843305	poor
R13.4	miz-1	239	0.308409771	87	medium	45.5	118	231	8	223	86.84937238	71.14268345	48.62006135	0.367325523	poor
B0205.4	WP:CE39201	153	-0.335069195	115	long	87	148.5	231	13	218	119.6470588	109.9188895	45.48913116	0.261780105	poor
B0205.5	WP:CE39543	38	-2.344529524	73	medium	60.5	85	166	38	128	77.47368421	73.32183223	26.6584013	0.5	moderate
B0205.6	WP:CE30405	254	0.39622765	79	medium	56.5	100.5	231	12	219	80.93700787	73.6197206	34.62902338	0.374045802	poor
B0205.7	kin-3	3403	4.140134399	74	medium	52	99	231	5	226	77.81839553	70.0892547	34.19669543	0.511560694	moderate
B0205.1	WP:CE49392	148	-0.383003672	83	medium	51	115	220	5	215	85.20945946	73.96877314	40.87046997	0.359396112	poor
W03D8.3	WP:CE26953	18	-3.422532036	65.5	short	38.5	94	158	22	136	69.83333333	59.79349773	37.02739226	0.448	moderate
B0205.3	rpn-10	937	2.2794482	75	medium	51	101	224	5	219	77.8719317	69.01991734	35.8287554	0.45398773	moderate
Y38E10A.22	WP:CE35653	33	-2.548062918	57	short	39.5	98.5	192	12	180	67.78787879	57.5411567	38.22640494	0.487859852	moderate
B0205.8	WP:CE17322	1310	2.762894059	66	short	47	93.5	231	9	222	72.79465649	64.69825987	35.77966673	0.394736842	poor
Y38E10A.26	nspe-2	83	-1.217417606	70	short	49	98	165	6	159	73.12048193	63.34063239	34.90517191	0.611940299	moderate
Y38E10A.24	WP:CE21605	2999	3.95780877	56	short	40	80	231	9	222	63.10303434	56.56992621	30.02902432	0.65	moderate
Y66A7A.2	WP:CE22751	717	1.893372271	98	long	81	120.5	231	6	225	103.1199442	96.30410783	37.3448195	0.406257136	moderate
K08F4.3	WP:CE06151	694	1.846334815	75.5	medium	52	97	231	11	220	78.28242075	70.58913388	34.87992258	0.480446927	moderate
Y66A7A.4	WP:CE20343	60	-1.685566442	102.5	long	80.5	119.5	169	23	146	97.8	91.3360949	31.55672142	0.390625	poor
Y66A7A.5	ceh-91	171	-0.174604522	75	medium	42.5	114.5	231	9	222	80.85964912	66.20225534	46.39082837	0.330275229	poor
Y66A7A.6	gly-8	1864	3.271729107	75	medium	55	92	231	6	225	77.08744635	69.81798936	33.92095667	0.505025126	moderate
Y66A7A.7	WP:CE20344	221	0.195445522	86	medium	55.5	121.5	231	9	222	91.44343891	79.69449935	45.88676516	0.362831858	poor
K08F4.8	msp-38	98	-0.977747193	52	short	40	61	130	16	114	51.66326531	49.26584689	16.198982	0.680327869	moderate
Y66A7A.9	WP:CE44353	45	-2.100603941	66	short	49	87	137	19	118	68.75555556	62.64005118	28.18601352	0.442857143	moderate
C45B2.1	WP:CE27853	122	-0.6617197	60.5	short	39	81	158	17	141	62.30327869	55.85016597	27.48737097	0.568421053	moderate
F23B12.5	dlat-1	1339	2.794483208	66	short	47	90.5	229	5	224	70.3592233	62.98532737	31.52897613	0.523232323	moderate
H27M09.1	sacy-1	387	1.003732719	67	short	45	99	231	10	221	73.96382429	64.3736141	37.79987742	0.353135314	poor
H27M09.3	syp-4	637	1.722692525	110	long	79.5	152	231	9	222	116.9827316	103.7786589	52.17893995	0.360406091	poor
H27M09.2	rpb-5	1973	3.353718203	61	short	44	84	231	5	226	65.9305626	59.46563304	29.73647978	0.502487562	moderate
H27M09.5	WP:CE23827	27	-2.837569535	90	medium	81	104	156	28	128	93.2962963	88.51902013	28.22897751	0.31626506	poor
H27M09.4	dpy-14	38	-2.344529524	80.5	medium	60	106.5	231	19	212	87.68421053	79.20633245	39.47357895	0.591639871	moderate
F59H6.9	bath-1	144	-0.422532036	77	medium	48	103	177	20	157	78.84027778	70.52980506	35.31930995	0.408934708	moderate
F59H6.8	bath-21	20	-3.270528942	61.5	short	47.5	89.5	135	22	113	68.7	61.8258028	30.70846789	0.423076923	moderate
F59H6.7	cya-2	12	-4.007494537	120.5	long	88	125	139	57	82	107.6666667	103.9631063	25.83064502	0.439655172	moderate
C13F10.2	WP:CE08144	51	-1.920031695	53	short	27	88	231	10	221	78	55.42083671	68.25586235	0.320895522	poor
F59H6.3	WP:CE32683	205	0.087023062	114	long	97	133	231	10	221	113.995122	107.8604715	32.32510126	0.393939394	poor
F59H6.1	bath-19	21	-3.200139614	88	medium	81	135	231	46	185	107.3809524	98.74548208	47.29086914	0.388613861	poor
F42G2.6	ceh-86	15	-3.685566442	84	medium	56.5	114	140	19	121	83.73333333	74.49210813	35.24668621	0.357142857	poor
Y39B6A.35	tgt-2	603	1.643557155	81	medium	59.5	100	216	15	201	81.93864013	76.06997672	30.19847914	0.395027624	poor
F42G2.4	fbxa-182	118	-0.709813988	98.5	long	57	136	231	11	220	101.2118644	81.85754795	56.91814695	0.318885449	poor
F35E2.5	WP:CE17774	76	-1.344529524	78	medium	56.5	93	191	13	178	77.30263158	69.39354017	33.22571125	0.345878136	poor
F42G2.2	WP:CE10308	127	-0.60377235	113	long	77.5	133.5	192	9	183	105.6141732	93.13804295	42.39819623	0.298701299	poor
F42G2.3	fbxc-20	20	-3.270528942	119	long	96.5	170.5	223	40	183	128.95	118.8657485	49.70259048	0.35243553	poor
Y39B6A.33	WP:CE21690	825	2.095793272	68	short	51	90	231	11	220	73.26787879	67.01786971	31.47161874	0.436915888	moderate
Y39B6A.39	mrps-35	461	1.256165903	78	medium	60.5	102.5	209	6	203	81.22125813	74.97941867	30.52623891	0.333511396	poor
F35E2.9	WP:CE38343	78	-1.307054818	93	medium	74.5	102	189	46	143	93.32051282	90.04378508	25.26094258	0.3696	poor
ZC250.2	WP:CE45504	68	-1.504994196	80	medium	41	111	231	13	218	85.08823529	67.85173074	52.902167	0.30162413	poor
F38A1.1	clec-170	548	1.505575046	67.5	short	40	111	231	11	220	80.44708029	66.40193806	49.90347371	0.322175732	poor
C15H9.2	WP:CE35401	36	-2.422532036	88	medium	66.5	117.5	231	25	206	97.88888889	86.09480117	50.63144487	0.315175097	poor
F38A1.5	clec-166	139	-0.473515965	78	medium	48	110	231	21	210	82.67625899	72.60314527	40.64926589	0.348888889	poor
C48E7.6	WP:CE45523	112	-0.785102115	103.5	long	62.5	134	231	10	221	101.6428571	84.36066145	50.99979992	0.284339925	poor
C48E7.7	WP:CE08822	31	-2.638260727	88	medium	66	110.5	157	40	117	89.35483871	84.91821135	28.16947374	0.429530201	moderate
W04G3.10	WP:CE38428	11	-4.133025419	64	short	42.5	82.5	109	25	84	61.63636364	55.59554927	26.15434164	0.313559322	poor
C48E7.5	cof-2	27	-2.837569535	82	medium	48.5	114	231	19	212	85.14814815	71.82817827	47.02615797	0.35117773	poor
C48E7.2	WP:CE08817	238	0.302360726	72	medium	51.5	110.5	230	14	216	82.2394958	72.63838984	40.38238179	0.368620038	poor
C48E7.3	lpd-2	285	0.562361072	83	medium	58	112	231	10	221	87.82105263	79.5840122	37.27083775	0.328947368	poor
C48E7.1	WP:CE08816	2466	3.675500047	78	medium	55	105	231	5	226	81.90186537	73.20395102	37.35478101	0.50295858	moderate
T12A2.15	esyt-2	190	-0.022601429	97	long	63	132	231	16	215	100.0842105	88.10457893	47.05118448	0.383132579	poor
T12A2.16	hot-4	136	-0.504994196	83.5	medium	45.5	128.5	231	8	223	88.67647059	71.44909854	51.89679838	0.3837702	poor
Y7A5A.6	WP:CE21331	17	-3.504994196	96	long	81.5	123.5	231	17	214	106.2352941	90.12695774	55.48664854	0.379032258	poor
F16C3.4	WP:CE38324	47	-2.037868186	68	short	53.5	89	130	20	110	72.21276596	67.06935562	25.59831791	0.425287356	moderate
ZC518.1	best-22	144	-0.422532036	97	long	67.5	143	231	16	215	107.6319444	92.45633876	55.29174473	0.353081225	poor
C06A1.2	WP:CE46927	486	1.332355466	81	medium	57	105	224	14	210	82.4526749	74.5067741	34.65064954	0.462611315	moderate
C06A1.3	WP:CE02116	139	-0.473515965	61	short	48	79.5	210	7	203	65.55395683	59.858266	27.91770348	0.561046512	moderate
C52E2.4	WP:CE25828	39	-2.307054818	116	long	82.5	135.5	197	16	181	109.1025641	98.48170837	41.61224849	0.319749216	poor
C06A1.1	cdc-48.1	2544	3.720425918	82	medium	59	105	231	5	226	83.31446541	75.40235384	34.63688792	0.534942821	moderate
C06A1.6	WP:CE20484	27	-2.837569535	62	short	43.5	97.5	125	28	97	69.62962963	63.51431577	28.86128786	0.370860927	poor
C06A1.7	WP:CE47441	28	-2.785102115	73.5	medium	44	112	165	16	149	77.82142857	66.60717216	40.23240838	0.417808219	moderate
C06A1.5	rpb-6	2499	3.694678149	65	short	47	89	231	9	222	70.29291717	63.35597427	31.37146317	0.542635659	moderate
Y53H1B.2	WP:CE24431	835	2.11317535	80	medium	53	114	231	15	216	85.17724551	75.02121578	41.3651444	0.582568807	moderate
T20G5.14	WP:CE35948	4904	4.667286226	70	short	48	95	231	6	225	73.39885808	65.85132869	33.12962035	0.459770115	moderate
T20G5.11	rde-4	513	1.410357978	74	medium	48.5	99	231	14	217	76.90838207	68.05254651	36.55892448	0.361413043	poor
T20G5.10	blos-1	296	0.616996328	90	medium	43.5	126	231	12	219	92.3277027	75.89384346	52.28169583	0.352	poor
F42E11.1	pgp-4	139	-0.473515965	51	short	35	77	231	12	219	60.82733813	51.65381728	36.19172131	0.36815638	poor
T11A5.6	WP:CE28256	33	-2.548062918	127	long	83.5	179.5	231	29	202	135.6363636	121.4911374	59.29833059	0.302847623	poor
C50B6.14	nhr-129	37	-2.383003672	106	long	83	130.5	206	20	186	102.3513514	90.35221195	41.61939271	0.285204475	poor
